"Date","Close","Open","High","Low","Volume"
"11/23/2015","3994.2","3967.7","4007.4","3967.7","6820000"
"11/24/2015","3981","3994.2","4020.6","3981","7750000"
"11/25/2015","4113.2","3981","4113.2","3954.5","15500000"
"11/26/2015","4192.6","4152.9","4232.2","4126.4","19910000"
"11/27/2015","4139.7","4205.8","4245.5","4139.7","23920000"
"11/30/2015","4033.9","4100","4100","4020.6","8100000"
"12/1/2015","4007.4","4047.1","4060.3","4007.4","7360000"
"12/2/2015","4047.1","4007.4","4060.3","4007.4","9480000"
"12/3/2015","4047.1","4047.1","4086.8","4033.9","4650000"
"12/4/2015","4007.4","4047.1","4047.1","3981","5770000"
"12/7/2015","3954.5","3981","4007.4","3941.3","4880000"
"12/8/2015","4007.4","3928.1","4020.6","3914.8","5490000"
"12/9/2015","3941.3","4007.4","4020.6","3941.3","3750000"
"12/10/2015","3888.4","3928.1","3967.7","3888.4","7550000"
"12/11/2015","3941.3","3901.6","3954.5","3888.4","6000000"
"12/14/2015","4047.1","4100","4100","4047.1","11150000"
"12/15/2015","4047.1","4033.9","4073.5","4033.9","9890000"
"12/16/2015","4033.9","4060.3","4060.3","4033.9","5330000"
"12/17/2015","4020.6","4033.9","4047.1","4007.4","4550000"
"12/18/2015","4020.6","4020.6","4060.3","3994.2","67270000"
"12/21/2015","3967.7","3994.2","3994.2","3941.3","6230000"
"12/22/2015","3928.1","3954.5","3954.5","3914.8","3080000"
"12/23/2015","3901.6","3941.3","3941.3","3888.4","4700000"
"12/24/2015","3901.6","3901.6","3941.3","3901.6","1630000"
"12/25/2015","3901.6","3901.6","3928.1","3888.4","2850000"
"12/28/2015","3822.3","3901.6","3914.8","3822.3","7080000"
"12/29/2015","3822.3","3835.5","3848.7","3795.8","3290000"
"12/30/2015","3875.2","3861.9","3901.6","3835.5","4610000"
"12/31/2015","3861.9","3875.2","3875.2","3822.3","2760000"
"1/4/2016","3809","3848.7","3875.2","3809","2860000"
"1/5/2016","3769.3","3795.8","3822.3","3769.3","4440000"
"1/6/2016","3835.5","3769.3","3835.5","3769.3","4650000"
"1/7/2016","3729.7","3782.6","3795.8","3716.4","7280000"
"1/8/2016","3663.5","3663.5","3716.4","3637.1","6100000"
"1/11/2016","3663.5","3690","3690","3650.3","3450000"
"1/12/2016","3703.2","3650.3","3716.4","3650.3","2430000"
"1/13/2016","3637.1","3716.4","3716.4","3637.1","4840000"
"1/14/2016","3504.8","3623.9","3623.9","3491.6","10450000"
"1/15/2016","3372.6","3504.8","3518.1","3346.1","15530000"
"1/18/2016","3280","3187.4","3293.2","3161","20470000"
"1/19/2016","3332.9","3293.2","3372.6","3280","17420000"
"1/20/2016","3332.9","3319.7","3372.6","3266.8","14050000"
"1/21/2016","3372.6","3280","3372.6","3280","14250000"
"1/22/2016","3385.8","3385.8","3425.5","3346.1","19460000"
"1/25/2016","3597.4","3438.7","3610.6","3438.7","8750000"
"1/26/2016","3491.6","3504.8","3584.2","3478.4","9180000"
"1/27/2016","3544.5","3531.3","3571","3518.1","8600000"
"1/28/2016","3504.8","3557.7","3597.4","3504.8","5500000"
"1/29/2016","3637.1","3531.3","3637.1","3504.8","6070000"
"2/1/2016","3531.3","3637.1","3703.2","3531.3","6040000"
"2/2/2016","3544.5","3504.8","3557.7","3491.6","2050000"
"2/3/2016","3544.5","3491.6","3557.7","3478.4","8700000"
"2/4/2016","3571","3557.7","3584.2","3557.7","1250000"
"2/5/2016","3571","3571","3597.4","3544.5","1100000"
"2/15/2016","3491.6","3571","3571","3438.7","7300000"
"2/16/2016","3531.3","3491.6","3544.5","3491.6","3460000"
"2/17/2016","3531.3","3504.8","3544.5","3504.8","4270000"
"2/18/2016","3544.5","3544.5","3584.2","3544.5","3550000"
"2/19/2016","3571","3544.5","3584.2","3544.5","4980000"
"2/22/2016","3597.4","3557.7","3663.5","3557.7","7710000"
"2/23/2016","3597.4","3690","3690","3597.4","5700000"
"2/24/2016","3597.4","3597.4","3610.6","3544.5","4730000"
"2/25/2016","3610.6","3610.6","3690","3597.4","6650000"
"2/26/2016","3756.1","3623.9","3756.1","3610.6","13150000"
"2/29/2016","3690","3809","3809","3690","6650000"
"3/1/2016","3623.9","3690","3690","3610.6","6810000"
"3/2/2016","3597.4","3637.1","3650.3","3544.5","11410000"
"3/3/2016","3571","3623.9","3637.1","3571","5210000"
"3/4/2016","3637.1","3584.2","3663.5","3557.7","5360000"
"3/7/2016","3676.8","3650.3","3716.4","3637.1","15550000"
"3/8/2016","3822.3","3729.7","3875.2","3729.7","47790000"
"3/9/2016","3769.3","3835.5","3901.6","3769.3","18870000"
"3/10/2016","3782.6","3782.6","3795.8","3756.1","8800000"
"3/11/2016","3809","3795.8","3848.7","3769.3","15140000"
"3/14/2016","3967.7","3835.5","3994.2","3835.5","27330000"
"3/15/2016","3967.7","3994.2","4033.9","3928.1","19040000"
"3/16/2016","3954.5","3994.2","3994.2","3941.3","11540000"
"3/17/2016","3967.7","3994.2","4020.6","3954.5","14830000"
"3/18/2016","3928.1","3981","3981","3928.1","18250000"
"3/21/2016","3941.3","3954.5","4007.4","3941.3","10680000"
"3/22/2016","3901.6","3954.5","3954.5","3901.6","11320000"
"3/23/2016","3875.2","3875.2","3928.1","3848.7","11130000"
"3/24/2016","3809","3861.9","3914.8","3809","12420000"
"3/25/2016","3835.5","3809","3861.9","3795.8","12040000"
"3/28/2016","3954.5","3848.7","3954.5","3848.7","8300000"
"3/29/2016","3941.3","3967.7","4020.6","3941.3","14440000"
"3/30/2016","3901.6","3928.1","3954.5","3901.6","11150000"
"3/31/2016","3901.6","3901.6","3994.2","3888.4","17380000"
"4/1/2016","3835.5","3901.6","3914.8","3809","10760000"
"4/4/2016","3861.9","3835.5","3901.6","3822.3","6970000"
"4/5/2016","3875.2","3861.9","3888.4","3848.7","3790000"
"4/6/2016","3994.2","3875.2","3994.2","3875.2","13810000"
"4/7/2016","3981","4020.6","4060.3","3981","19080000"
"4/8/2016","4073.5","3981","4113.2","3967.7","50000000"
"4/11/2016","4166.1","4113.2","4192.6","4113.2","35720000"
"4/12/2016","4192.6","4166.1","4205.8","4152.9","20130000"
"4/13/2016","4113.2","4192.6","4192.6","4086.8","21940000"
"4/14/2016","4152.9","4113.2","4205.8","4113.2","15130000"
"4/15/2016","4139.7","4179.3","4219","4139.7","19310000"
"4/19/2016","4086.8","4152.9","4152.9","4086.8","21520000"
"4/20/2016","4126.4","4126.4","4166.1","4073.5","19870000"
"4/21/2016","4166.1","4152.9","4232.2","4152.9","25920000"
"4/22/2016","4324.8","4179.3","4338.1","4166.1","30560000"
"4/25/2016","4364.5","4364.5","4430.6","4351.3","21510000"
"4/26/2016","4364.5","4338.1","4417.4","4298.4","21320000"
"4/27/2016","4324.8","4364.5","4364.5","4285.2","16400000"
"4/28/2016","4298.4","4311.6","4338.1","4258.7","11790000"
"4/29/2016","4430.6","4285.2","4430.6","4285.2","24400000"
"5/4/2016","4629","4483.5","4681.9","4470.3","45230000"
"5/5/2016","4629","4642.2","4867.1","4562.9","55850000"
"5/6/2016","4496.8","4576.1","4615.8","4483.5","28950000"
"5/9/2016","4483.5","4549.7","4589.3","4483.5","24410000"
"5/10/2016","4430.6","4430.6","4496.8","4404.2","34890000"
"5/11/2016","4562.9","4496.8","4562.9","4483.5","17640000"
"5/12/2016","4496.8","4576.1","4589.3","4496.8","12310000"
"5/13/2016","4404.2","4470.3","4483.5","4377.7","27260000"
"5/16/2016","4391","4391","4404.2","4351.3","15950000"
"5/17/2016","4443.9","4404.2","4470.3","4404.2","9460000"
"5/18/2016","4377.7","4457.1","4457.1","4377.7","12520000"
"5/19/2016","4391","4377.7","4443.9","4364.5","12190000"
"5/20/2016","4391","4391","4404.2","4364.5","10080000"
"5/23/2016","4457.1","4391","4483.5","4377.7","8120000"
"5/24/2016","4457.1","4443.9","4510","4430.6","10780000"
"5/25/2016","4457.1","4470.3","4523.2","4443.9","13010000"
"5/26/2016","4391","4443.9","4470.3","4391","13070000"
"5/27/2016","4404.2","4377.7","4430.6","4364.5","11260000"
"5/30/2016","4470.3","4417.4","4496.8","4417.4","22410000"
"5/31/2016","4470.3","4496.8","4523.2","4457.1","24680000"
"6/1/2016","4549.7","4470.3","4615.8","4443.9","40140000"
"6/2/2016","4655.5","4549.7","4668.7","4523.2","36860000"
"6/3/2016","4708.4","4708.4","4748.1","4668.7","45640000"
"6/6/2016","4681.9","4734.8","4853.9","4668.7","52340000"
"6/7/2016","4801","4695.2","4801","4695.2","21520000"
"6/8/2016","4880.3","4853.9","4946.4","4827.4","26310000"
"6/9/2016","4853.9","4920","4920","4827.4","20940000"
"6/10/2016","4893.5","4867.1","4959.7","4853.9","17230000"
"6/13/2016","4827.4","4880.3","4880.3","4801","20680000"
"6/14/2016","5012.6","4814.2","5012.6","4787.7","24320000"
"6/15/2016","5025.8","5012.6","5118.4","4972.9","15040000"
"6/16/2016","5039","5025.8","5118.4","5025.8","19870000"
"6/17/2016","4946.4","5012.6","5065.5","4946.4","39970000"
"6/20/2016","5078.7","5025.8","5078.7","4986.1","11640000"
"6/21/2016","5184.5","5131.6","5250.6","5131.6","25500000"
"6/22/2016","5237.4","5184.5","5277.1","5158.1","16140000"
"6/23/2016","5303.5","5224.2","5330","5224.2","28390000"
"6/24/2016","5131.6","5277.1","5290.3","4933.2","86010000"
"6/27/2016","5158.1","5065.5","5158.1","4986.1","22650000"
"6/28/2016","5118.4","5105.2","5197.7","5091.9","12930000"
"6/29/2016","5197.7","5131.6","5250.6","5118.4","31480000"
"6/30/2016","5237.4","5263.9","5330","5224.2","24280000"
"7/1/2016","5263.9","5263.9","5343.2","5250.6","39960000"
"7/4/2016","5277.1","5290.3","5316.8","5250.6","29370000"
"7/5/2016","5316.8","5330","5396.1","5303.5","34800000"
"7/6/2016","5422.6","5303.5","5422.6","5263.9","35010000"
"7/7/2016","5660.6","5541.6","5687.1","5488.7","25990000"
"7/8/2016","5647.4","5687.1","5713.5","5541.6","40640000"
"7/11/2016","5356.4","5647.4","5673.9","5356.4","36460000"
"7/12/2016","5435.8","5396.1","5475.5","5316.8","39170000"
"7/13/2016","5501.9","5488.7","5554.8","5488.7","26460000"
"7/14/2016","5316.8","5515.1","5528.4","5316.8","36310000"
"7/15/2016","5369.7","5303.5","5382.9","5197.7","26320000"
"7/18/2016","5594.5","5369.7","5660.6","5356.4","42270000"
"7/19/2016","5554.8","5687.1","5687.1","5422.6","31370000"
"7/20/2016","5435.8","5541.6","5581.3","5435.8","19270000"
"7/21/2016","5449","5449","5528.4","5422.6","20370000"
"7/22/2016","5316.8","5422.6","5422.6","5158.1","36660000"
"7/25/2016","5409.3","5369.7","5462.2","5303.5","26600000"
"7/26/2016","5594.5","5409.3","5594.5","5382.9","35240000"
"7/27/2016","5713.5","5687.1","5740","5607.7","51620000"
"7/28/2016","5898.7","5726.8","5925.1","5726.8","41680000"
"7/29/2016","5885.5","5911.9","5925.1","5819.3","43710000"
"8/1/2016","5832.6","5898.7","5898.7","5753.2","32860000"
"8/2/2016","5647.4","5766.4","5792.9","5647.4","44990000"
"8/3/2016","5713.5","5621","5713.5","5607.7","21540000"
"8/4/2016","5634.2","5766.4","5779.7","5634.2","21760000"
"8/5/2016","5700.3","5621","5700.3","5581.3","33860000"
"8/8/2016","5660.6","5713.5","5753.2","5647.4","13980000"
"8/9/2016","5726.8","5647.4","5726.8","5647.4","16610000"
"8/10/2016","5991.3","5753.2","6083.9","5753.2","40280000"
"8/11/2016","6083.9","5991.3","6110.3","5991.3","27760000"
"8/12/2016","6057.4","6216.1","6242.6","6044.2","32230000"
"8/15/2016","6123.5","6057.4","6123.5","6031","32300000"
"8/16/2016","6216.1","6176.4","6295.5","6150","25410000"
"8/17/2016","6427.7","6229.3","6480.6","6229.3","33200000"
"8/18/2016","6454.2","6493.9","6573.2","6427.7","29070000"
"8/19/2016","6374.8","6467.4","6507.1","6374.8","25820000"
"8/22/2016","6414.5","6361.6","6441","6348.4","19410000"
"8/23/2016","6520.3","6401.3","6520.3","6401.3","24870000"
"8/24/2016","6480.6","6573.2","6679","6467.4","41040000"
"8/25/2016","6746.7","6652.5","6746.7","6621.2","36030000"
"8/26/2016","6683.9","6746.7","6762.4","6668.2","14150000"
"8/29/2016","6511.3","6668.2","6699.6","6511.3","30190000"
"8/30/2016","6574.1","6464.3","6589.8","6417.2","18850000"
"8/31/2016","6715.3","6636.8","6731","6621.2","18570000"
"9/1/2016","6652.5","6715.3","6715.3","6621.2","14020000"
"9/5/2016","6589.8","6683.9","6699.6","6574.1","22270000"
"9/6/2016","6636.8","6621.2","6699.6","6605.5","20590000"
"9/7/2016","6903.6","6636.8","6903.6","6574.1","27810000"
"9/8/2016","7044.8","6903.6","7091.9","6840.8","34030000"
"9/9/2016","6950.6","7044.8","7060.5","6919.3","18290000"
"9/12/2016","6746.7","6880","6887.9","6738.8","19710000"
"9/13/2016","6856.5","6746.7","6919.3","6746.7","20940000"
"9/14/2016","6840.8","6801.6","6895.7","6801.6","8800000"
"9/15/2016","6935","6809.4","6982","6809.4","18540000"
"9/16/2016","6982","6935","7013.4","6911.4","55430000"
"9/19/2016","7154.6","7060.5","7209.5","7044.8","26480000"
"9/20/2016","7131.1","7107.5","7170.3","7052.6","18600000"
"9/21/2016","7154.6","7123.2","7248.8","7060.5","18400000"
"9/22/2016","7248.8","7233.1","7327.2","7170.3","26470000"
"9/23/2016","7201.7","7248.8","7280.1","7201.7","18820000"
"9/26/2016","7209.5","7186","7256.6","7084","17650000"
"9/27/2016","7256.6","7201.7","7272.3","7186","21320000"
"9/28/2016","7327.2","7295.8","7374.3","7256.6","20440000"
"9/29/2016","7280.1","7327.2","7374.3","7248.8","21160000"
"9/30/2016","7170.3","7225.2","7295.8","7154.6","43330000"
"10/3/2016","6982","7170.3","7217.4","6982","41120000"
"10/4/2016","6895.7","6935","7029.1","6762.4","77340000"
"10/5/2016","6840.8","6903.6","6935","6833","30660000"
"10/6/2016","6731","6825.1","6856.5","6676.1","34650000"
"10/7/2016","6448.6","6731","6793.7","6354.4","74260000"
"10/10/2016","6150.5","6432.9","6448.6","6150.5","36430000"
"10/11/2016","6574.1","6166.2","6574.1","6166.2","54140000"
"10/12/2016","6401.5","6621.2","6683.9","6370.1","38610000"
"10/13/2016","6479.9","6307.4","6519.2","6228.9","29080000"
"10/14/2016","6338.7","6432.9","6542.7","6338.7","26850000"
"10/17/2016","6244.6","6307.4","6401.5","6244.6","16750000"
"10/18/2016","6385.8","6213.2","6393.7","6213.2","24180000"
"10/19/2016","6472.1","6432.9","6574.1","6393.7","22260000"
"10/20/2016","6456.4","6495.6","6527","6417.2","9800000"
"10/21/2016","6432.9","6448.6","6495.6","6417.2","13620000"
"10/24/2016","6307.4","6432.9","6464.3","6307.4","17660000"
"10/25/2016","6213.2","6307.4","6323","6158.3","20720000"
"10/26/2016","6205.4","6213.2","6268.1","6126.9","15660000"
"10/27/2016","6205.4","6213.2","6236.8","6158.3","10030000"
"10/28/2016","6401.5","6205.4","6448.6","6205.4","20980000"
"10/31/2016","6393.7","6448.6","6448.6","6307.4","13610000"
"11/1/2016","6338.7","6354.4","6456.4","6338.7","9330000"
"11/2/2016","6197.5","6338.7","6338.7","6197.5","17250000"
"11/3/2016","6166.2","6197.5","6197.5","6095.5","20980000"
"11/4/2016","6213.2","6197.5","6244.6","6181.8","9340000"
"11/7/2016","6448.6","6268.1","6464.3","6228.9","25320000"
"11/8/2016","6511.3","6479.9","6558.4","6464.3","28670000"
"11/9/2016","6425","6511.3","6511.3","6197.5","57800000"
"11/10/2016","6511.3","6558.4","6566.2","6503.5","23350000"
"11/11/2016","6425","6464.3","6495.6","6401.5","20930000"
"11/14/2016","6464.3","6401.5","6495.6","6393.7","24500000"
"11/15/2016","6589.8","6464.3","6636.8","6464.3","28180000"
"11/16/2016","6605.5","6589.8","6691.8","6574.1","25950000"
"11/17/2016","6558.4","6589.8","6660.4","6542.7","18760000"
"11/18/2016","6479.9","6542.7","6597.6","6464.3","19050000"
"11/21/2016","6589.8","6495.6","6589.8","6448.6","20290000"
"11/22/2016","6574.1","6652.5","6660.4","6558.4","18510000"
"11/23/2016","6534.9","6574.1","6636.8","6527","13550000"
"11/24/2016","6542.7","6558.4","6629","6527","15490000"
"11/25/2016","6550.6","6589.8","6621.2","6527","19900000"
"11/28/2016","6385.8","6542.7","6550.6","6354.4","18760000"
"11/29/2016","6330.9","6385.8","6417.2","6307.4","17910000"
"11/30/2016","6605.5","6315.2","6668.2","6307.4","37710000"
"12/1/2016","6550.6","6636.8","6668.2","6550.6","26970000"
"12/2/2016","6621.2","6574.1","6644.7","6558.4","29290000"
"12/5/2016","6652.5","6636.8","6754.5","6621.2","37480000"
"12/6/2016","6417.2","6668.2","6683.9","6370.1","30440000"
"12/7/2016","6409.3","6417.2","6495.6","6401.5","18350000"
"12/8/2016","6417.2","6425","6495.6","6409.3","11740000"
"12/9/2016","6417.2","6417.2","6487.8","6401.5","15750000"
"12/12/2016","6385.8","6409.3","6417.2","6354.4","14820000"
"12/13/2016","6362.3","6385.8","6409.3","6323","16500000"
"12/14/2016","6534.9","6362.3","6558.4","6362.3","16170000"
"12/15/2016","6479.9","6527","6542.7","6448.6","11240000"
"12/16/2016","6558.4","6464.3","6605.5","6464.3","22650000"
"12/19/2016","6511.3","6558.4","6613.3","6487.8","14920000"
"12/20/2016","6479.9","6511.3","6550.6","6472.1","8060000"
"12/21/2016","6574.1","6511.3","6613.3","6495.6","14770000"
"12/22/2016","6668.2","6605.5","6778.1","6589.8","37620000"
"12/23/2016","6738.8","6668.2","6778.1","6605.5","26210000"
"12/26/2016","6872.2","6809.4","6880","6793.7","23500000"
"12/27/2016","6770.2","6872.2","6887.9","6770.2","23530000"
"12/28/2016","6840.8","6778.1","6864.4","6770.2","21290000"
"12/29/2016","6778.1","6825.1","6848.7","6778.1","12410000"
"12/30/2016","6770.2","6778.1","6817.3","6770.2","12090000"
"1/3/2017","6903.6","6793.7","6927.1","6778.1","18700000"
"1/4/2017","6903.6","6950.6","6982","6880","14410000"
"1/5/2017","6919.3","6911.4","6950.6","6903.6","18540000"
"1/6/2017","6809.4","6935","6974.2","6778.1","25820000"
"1/9/2017","6770.2","6825.1","6840.8","6738.8","16080000"
"1/10/2017","6880","6778.1","6919.3","6778.1","18330000"
"1/11/2017","6903.6","6880","6903.6","6825.1","10250000"
"1/12/2017","6848.7","6935","6935","6848.7","11160000"
"1/13/2017","6778.1","6825.1","6848.7","6778.1","15840000"
"1/16/2017","6589.8","6770.2","6793.7","6589.8","25430000"
"1/17/2017","6589.8","6589.8","6660.4","6550.6","15740000"
"1/18/2017","6527","6589.8","6629","6527","17240000"
"1/19/2017","6503.5","6479.9","6566.2","6472.1","11720000"
"1/20/2017","6621.2","6511.3","6644.7","6511.3","7290000"
"1/23/2017","6589.8","6605.5","6668.2","6589.8","7340000"
"1/24/2017","6589.8","6621.2","6621.2","6581.9","7170000"
"1/25/2017","6636.8","6589.8","6676.1","6589.8","5570000"
"2/2/2017","6699.6","6668.2","6699.6","6621.2","10530000"
"2/3/2017","6778.1","6919.3","6982","6778.1","33170000"
"2/6/2017","6919.3","6825.1","6919.3","6778.1","28230000"
"2/7/2017","6997.7","6935","7068.3","6935","53510000"
"2/8/2017","7005.6","7029.1","7029.1","6950.6","19850000"
"2/9/2017","6989.9","7044.8","7084","6974.2","35400000"
"2/10/2017","6958.5","6974.2","7044.8","6958.5","24600000"
"2/13/2017","7021.3","6982","7044.8","6982","14070000"
"2/14/2017","7076.2","7060.5","7138.9","7029.1","27790000"
"2/15/2017","7084","7076.2","7123.2","7029.1","23140000"
"2/16/2017","7013.4","7115.4","7115.4","7013.4","27580000"
"2/17/2017","6950.6","6982","6997.7","6872.2","33400000"
"2/20/2017","6589.8","6715.3","6731","6527","81380000"
"2/21/2017","6629","6566.2","6652.5","6534.9","26560000"
"2/22/2017","6307.4","6621.2","6644.7","6276","48640000"
"2/23/2017","6370.1","6307.4","6417.2","6291.7","27800000"
"2/24/2017","6346.6","6354.4","6393.7","6291.7","14750000"
"2/27/2017","6315.2","6338.7","6346.6","6252.4","24250000"
"2/28/2017","6276","6354.4","6385.8","6276","14490000"
"3/1/2017","6417.2","6268.1","6432.9","6181.8","23350000"
"3/2/2017","6589.8","6448.6","6597.6","6417.2","48600000"
"3/3/2017","6432.9","6589.8","6589.8","6432.9","10930000"
"3/6/2017","6464.3","6432.9","6511.3","6401.5","15730000"
"3/7/2017","6464.3","6495.6","6511.3","6448.6","11780000"
"3/8/2017","6472.1","6464.3","6479.9","6448.6","12370000"
"3/9/2017","6589.8","6479.9","6613.3","6472.1","26370000"
"3/10/2017","6605.5","6589.8","6746.7","6581.9","36900000"
"3/13/2017","6605.5","6605.5","6621.2","6558.4","12190000"
"3/14/2017","6597.6","6621.2","6621.2","6589.8","9810000"
"3/15/2017","6519.2","6589.8","6597.6","6503.5","15860000"
"3/16/2017","6558.4","6558.4","6574.1","6542.7","6070000"
"3/17/2017","6479.9","6574.1","6613.3","6479.9","27310000"
"3/20/2017","6566.2","6558.4","6581.9","6527","5890000"
"3/21/2017","6723.1","6668.2","6731","6652.5","22000000"
"3/22/2017","6652.5","6746.7","6762.4","6636.8","15960000"
"3/23/2017","6707.5","6668.2","6731","6652.5","15970000"
"3/24/2017","6754.5","6746.7","6762.4","6707.5","18050000"
"3/27/2017","6754.5","6793.7","6801.6","6738.8","19950000"
"3/28/2017","6738.8","6746.7","6778.1","6683.9","18110000"
"3/29/2017","6809.4","6746.7","6840.8","6723.1","36130000"
"3/30/2017","7048.7","7013.4","7142.8","6942.8","33130000"
"3/31/2017","7189.9","7060.5","7248.8","7060.5","13880000"
"4/3/2017","7519.4","7225.2","7531.2","7213.5","18390000"
"4/4/2017","7601.8","7531.2","7837.1","7519.4","31520000"
"4/5/2017","7401.7","7531.2","7542.9","7390","18780000"
"4/7/2017","7495.9","7366.4","7542.9","7307.6","17720000"
"4/10/2017","7519.4","7531.2","7542.9","7437","17680000"
"4/11/2017","7507.6","7531.2","7542.9","7472.3","12850000"
"4/12/2017","7437","7484.1","7495.9","7390","17320000"
"4/13/2017","7413.5","7413.5","7472.3","7390","12320000"
"4/14/2017","7272.3","7354.7","7401.7","7178.1","14370000"
"4/17/2017","7178.1","7284.1","7307.6","7142.8","18310000"
"4/18/2017","7119.3","7213.5","7225.2","7072.2","21660000"
"4/19/2017","7284.1","7166.4","7295.8","7131.1","17060000"
"4/20/2017","7166.4","7284.1","7295.8","7166.4","8870000"
"4/21/2017","7166.4","7154.6","7213.5","7107.5","8040000"
"4/24/2017","7072.2","7178.1","7189.9","7036.9","10350000"
"4/25/2017","7013.4","7060.5","7107.5","6978.1","13070000"
"4/26/2017","6872.2","6989.9","6989.9","6754.5","18730000"
"4/27/2017","6942.8","6895.7","6989.9","6754.5","26230000"
"4/28/2017","6919.3","6872.2","6931","6860.4","31570000"
"5/3/2017","6848.7","6919.3","6942.8","6848.7","9480000"
"5/4/2017","6872.2","6860.4","6919.3","6848.7","10470000"
"5/5/2017","6872.2","6872.2","6895.7","6872.2","10220000"
"5/8/2017","6860.4","6872.2","6895.7","6848.7","13580000"
"5/9/2017","6989.9","6884","7013.4","6848.7","17460000"
"5/10/2017","7060.5","7060.5","7119.3","7036.9","16010000"
"5/11/2017","7095.8","7084","7154.6","7084","16320000"
"5/12/2017","6989.9","7095.8","7107.5","6942.8","12390000"
"5/15/2017","6942.8","6989.9","7001.6","6931","14030000"
"5/16/2017","6825.1","6942.8","6954.6","6825.1","23270000"
"5/17/2017","6836.9","6825.1","6919.3","6825.1","10280000"
"5/18/2017","6707.5","6825.1","6872.2","6707.5","16040000"
"5/19/2017","6754.5","6754.5","6778.1","6683.9","10550000"
"5/22/2017","6801.6","6754.5","6895.7","6754.5","9690000"
"5/23/2017","6836.9","6848.7","6848.7","6801.6","13770000"
"5/24/2017","6907.5","6825.1","6931","6813.4","13470000"
"5/25/2017","6907.5","6919.3","6978.1","6884","8520000"
"5/26/2017","6872.2","6895.7","6919.3","6848.7","7560000"
"5/29/2017","7013.4","6895.7","7036.9","6895.7","18880000"
"5/30/2017","6907.5","7025.2","7025.2","6907.5","13870000"
"5/31/2017","7154.6","6895.7","7272.3","6895.7","34150000"
"6/1/2017","7131.1","7225.2","7225.2","7095.8","16030000"
"6/2/2017","7060.5","7131.1","7142.8","7025.2","14570000"
"6/5/2017","7048.7","7060.5","7119.3","7025.2","18860000"
"6/6/2017","7178.1","7036.9","7178.1","7013.4","29160000"
"6/7/2017","7390","7213.5","7413.5","7213.5","33620000"
"6/8/2017","7413.5","7413.5","7460.6","7342.9","22050000"
"6/9/2017","7401.7","7401.7","7460.6","7366.4","16170000"
"6/12/2017","7272.3","7378.2","7390","7248.8","18010000"
"6/13/2017","7390","7248.8","7390","7237","15310000"
"6/14/2017","7448.8","7425.3","7472.3","7378.2","19680000"
"6/15/2017","7625.3","7448.8","7672.4","7448.8","48040000"
"6/16/2017","7755.2","7943.7","7968.9","7704.9","36490000"
"6/19/2017","7667.2","7792.9","7818","7642.1","17550000"
"6/20/2017","7767.8","7642.1","7767.8","7642.1","12880000"
"6/21/2017","7692.3","7742.6","7742.6","7629.5","14830000"
"6/22/2017","7730.1","7679.8","7755.2","7667.2","8140000"
"6/23/2017","7742.6","7742.6","7742.6","7667.2","11610000"
"6/26/2017","7755.2","7717.5","7780.3","7679.8","9630000"
"6/27/2017","7704.9","7755.2","7755.2","7692.3","10250000"
"6/28/2017","7717.5","7704.9","7730.1","7679.8","7510000"
"6/29/2017","7830.6","7704.9","7906","7704.9","17300000"
"6/30/2017","8044.3","7893.5","8044.3","7843.2","28100000"
"7/3/2017","8295.7","8044.3","8547.1","8044.3","30580000"
"7/4/2017","8295.7","8295.7","8433.9","8258","18410000"
"7/5/2017","8270.5","8358.5","8358.5","8220.3","11510000"
"7/6/2017","8371.1","8295.7","8421.4","8270.5","21560000"
"7/7/2017","8295.7","8421.4","8433.9","8283.1","20260000"
"7/10/2017","8320.8","8295.7","8371.1","8283.1","20620000"
"7/11/2017","8270.5","8345.9","8345.9","8094.6","21890000"
"7/12/2017","8295.7","8295.7","8345.9","8220.3","13530000"
"7/13/2017","8446.5","8308.2","8446.5","8270.5","11480000"
"7/14/2017","8471.6","8534.5","8660.2","8471.6","14600000"
"7/17/2017","8258","8484.2","8484.2","8170","19380000"
"7/18/2017","8056.9","7994","8082","7918.6","29300000"
"7/19/2017","7994","8056.9","8132.3","7994","15190000"
"7/20/2017","7956.3","7893.5","7981.4","7742.6","22430000"
"7/21/2017","7893.5","7931.2","7968.9","7868.3","17540000"
"7/24/2017","7943.7","7830.6","7994","7818","11670000"
"7/25/2017","8044.3","7906","8094.6","7906","8830000"
"7/26/2017","8245.4","8094.6","8270.5","8056.9","10660000"
"7/27/2017","8157.4","8258","8258","8144.8","5720000"
"7/28/2017","8157.4","8119.7","8232.8","8119.7","5940000"
"7/31/2017","8119.7","8069.4","8144.8","8006.6","11800000"
"8/1/2017","8220.3","8044.3","8270.5","8044.3","14540000"
"8/2/2017","8119.7","8170","8207.7","8107.1","8270000"
"8/3/2017","8119.7","8119.7","8170","8082","5130000"
"8/4/2017","8044.3","8094.6","8119.7","8031.7","6090000"
"8/7/2017","8107.1","8044.3","8132.3","8019.1","5700000"
"8/8/2017","8119.7","8132.3","8157.4","8094.6","5480000"
"8/9/2017","8006.6","8069.4","8119.7","7981.4","9150000"
"8/10/2017","8044.3","7994","8044.3","7981.4","7250000"
"8/11/2017","8220.3","8031.7","8232.8","8031.7","11190000"
"8/14/2017","8547.1","8220.3","8547.1","8207.7","24610000"
"8/15/2017","8421.4","8647.6","8647.6","8396.2","17530000"
